seqname,tax_id
A00000213,g__Psychrobacter
A00000212,g__Psychrobacter
A00000215,g__Cupriavidus
A00000214,g__Cupriavidus
A00000217,g__Rhodococcus
A00000216,g__Ralstonia
A00002036n0,g__Bacillus
A00002036n1,g__Bacillus
A00002035,f__Cyclobacteriaceae
A00001039,g__Sulfurospirillum
A00001748,f__Desulfohalobiaceae
A00001749,g__Bacteroides
A00002031,g__Sphingomonas
A00002030,g__Streptomyces
A00001744,g__Sphingobacterium
A00001745,g__Flexispira
A00001746,g__Porphyromonas
A00001031,f__Leptotrichaceae
A00001036,g__Streptococcus
A00001741,g__Bacteroides
A00001742,g__Capnocytophaga
A00002038,g__Corynebacterium
A00001580,g__Chlamydophila
A00001587,g__Corynebacterium
A00002723,g__Eubacterium
A00002532,g__Enterobacter
A00000124,f__Rhodobacteraceae
A00002726,g__Streptomyces
A00000123,g__Idiomarina
A00002728,c__Actinobacteria
A00000122,f__Hyphomonadaceae
A00003452,f__[Balneolaceae]
A00002458,f__[Balneolaceae]
A00002109n0,g__Dorea
A00002109n1,g__Dorea
A00002108,g__Rhizobium
A00003456,g__Sulfitobacter
A00003455,g__Paracoccus
A00003988,g__Streptomyces
A00002102,g__Bacillus
A00002453,g__Rickettsia
A00002452,f__Neisseriaceae
A00002107,f__Rhodobacteraceae
A00002104,g__Thermaerobacter
A00001634,g__Shewanella
A00002535,f__Chitinophagaceae
A00003855,g__Listeria
A00003852,f__Peptostreptococcaceae
A00003853,f__Saprospiraceae
A00003851,g__Bacillus
A00002586,g__Legionella
A00002857,g__Niastella
A00002583,g__Mycobacterium
A00003529,g__Alistipes
A00003524,g__Psychromonas
A00003525,g__Geobacillus
A00002859,g__Arthrospira
A00003523,g__Eubacterium
A00002589,g__Lactobacillus
A00003676,g__Parasutterella
A00003675,f__Rhodobacteraceae
A00003672,g__Leptonema
A00003673,g__Shewanella
A00003678,g__Spirochaeta
A00002218,g__Congregibacter
