tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Spiroplasma_kunkelii,g__Spiroplasma,rank_6,s__Spiroplasma_kunkelii,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Spiroplasma,s__Spiroplasma_kunkelii
f__Bacteroidaceae_A,o__Bacteroidales,rank_4,f__Bacteroidaceae_A,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae_A,,
g__Bacteroides_D,f__Bacteroidaceae_A,rank_5,g__Bacteroides_D,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae_A,g__Bacteroides_D,
s__Bacteroides_D_periocalifornicus,g__Bacteroides_D,rank_6,s__Bacteroides_D_periocalifornicus,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae_A,g__Bacteroides_D,s__Bacteroides_D_periocalifornicus
s__Leuconostoc_pseudomesenteroides,g__Leuconostoc,rank_6,s__Leuconostoc_pseudomesenteroides,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc_pseudomesenteroides
g__JSC-12,f__Leptolyngbyaceae,rank_5,g__JSC-12,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Leptolyngbyales,f__Leptolyngbyaceae,g__JSC-12,
g__UBA4373,f__Fibrobacteraceae,rank_5,g__UBA4373,Root,d__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__UBA4373,
s__Leuconostoc_lactis,g__Leuconostoc,rank_6,s__Leuconostoc_lactis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc_lactis
s__Liberibacter_americanus,g__Liberibacter,rank_6,s__Liberibacter_americanus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A,g__Liberibacter,s__Liberibacter_americanus
g__Salinibacter,f__Salinibacteraceae,rank_5,g__Salinibacter,Root,d__Bacteria,p__Bacteroidetes,c__Rhodothermia,o__Rhodothermales,f__Salinibacteraceae,g__Salinibacter,
s__Salinibacter_ruber,g__Salinibacter,rank_6,s__Salinibacter_ruber,Root,d__Bacteria,p__Bacteroidetes,c__Rhodothermia,o__Rhodothermales,f__Salinibacteraceae,g__Salinibacter,s__Salinibacter_ruber
g__Granulicatella,f__Aerococcaceae,rank_5,g__Granulicatella,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Granulicatella,
s__Granulicatella_balaenopterae,g__Granulicatella,rank_6,s__Granulicatella_balaenopterae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Granulicatella,s__Granulicatella_balaenopterae
g__Propionicicella_A,f__Propionibacteriaceae,rank_5,g__Propionicicella_A,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionicicella_A,
s__Lactobacillus_F_pentosus,g__Lactobacillus_F,rank_6,s__Lactobacillus_F_pentosus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_F,s__Lactobacillus_F_pentosus
s__Lactobacillus_D_curvatus,g__Lactobacillus_D,rank_6,s__Lactobacillus_D_curvatus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_D,s__Lactobacillus_D_curvatus
g__Arenitalea,f__Flavobacteriaceae,rank_5,g__Arenitalea,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Arenitalea,
s__Arenitalea_lutea,g__Arenitalea,rank_6,s__Arenitalea_lutea,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Arenitalea,s__Arenitalea_lutea
s__Mycobacterium_fragae,g__Mycobacterium,rank_6,s__Mycobacterium_fragae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__Mycobacterium_fragae
s__Helicobacter_pylori_B,g__Helicobacter,rank_6,s__Helicobacter_pylori_B,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_pylori_B
g__Nitratireductor_B,f__Rhizobiaceae,rank_5,g__Nitratireductor_B,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Nitratireductor_B,
s__Nitratireductor_B_basaltis,g__Nitratireductor_B,rank_6,s__Nitratireductor_B_basaltis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Nitratireductor_B,s__Nitratireductor_B_basaltis
g__Desulfurococcus,f__Desulfurococcaceae,rank_5,g__Desulfurococcus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Desulfurococcus,
s__Desulfurococcus_amylolyticus,g__Desulfurococcus,rank_6,s__Desulfurococcus_amylolyticus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Desulfurococcus,s__Desulfurococcus_amylolyticus
f__YEK0313,o__Rhizobiales,rank_4,f__YEK0313,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__YEK0313,,
g__YEK0313,f__YEK0313,rank_5,g__YEK0313,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__YEK0313,g__YEK0313,
g__Hamiltonella,f__Enterobacteriaceae,rank_5,g__Hamiltonella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hamiltonella,
s__Hamiltonella_defensa,g__Hamiltonella,rank_6,s__Hamiltonella_defensa,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hamiltonella,s__Hamiltonella_defensa
s__Halogeometricum_borinquense,g__Halogeometricum,rank_6,s__Halogeometricum_borinquense,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halogeometricum,s__Halogeometricum_borinquense
g__BACL21,f__Flavobacteriaceae,rank_5,g__BACL21,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__BACL21,
s__BACL21_sp1,g__BACL21,rank_6,s__BACL21_sp1,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__BACL21,s__BACL21_sp1
g__Gordonia_A,f__Corynebacteriaceae,rank_5,g__Gordonia_A,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Gordonia_A,
s__Gordonia_A_kroppenstedtii,g__Gordonia_A,rank_6,s__Gordonia_A_kroppenstedtii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Gordonia_A,s__Gordonia_A_kroppenstedtii
o__Anaeromusales,c__Negativicutes,rank_3,o__Anaeromusales,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Anaeromusales,,,
f__Anaeromusaceae,o__Anaeromusales,rank_4,f__Anaeromusaceae,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Anaeromusales,f__Anaeromusaceae,,
g__Anaeromusa,f__Anaeromusaceae,rank_5,g__Anaeromusa,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Anaeromusales,f__Anaeromusaceae,g__Anaeromusa,
s__Anaeromusa_acidaminophila,g__Anaeromusa,rank_6,s__Anaeromusa_acidaminophila,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Anaeromusales,f__Anaeromusaceae,g__Anaeromusa,s__Anaeromusa_acidaminophila
s__Proteus_myxofaciens,g__Proteus,rank_6,s__Proteus_myxofaciens,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Proteus,s__Proteus_myxofaciens
g__Dethiosulfovibrio,f__Dethiosulfovibrionaceae,rank_5,g__Dethiosulfovibrio,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Dethiosulfovibrio,
s__Dethiosulfovibrio_peptidovorans,g__Dethiosulfovibrio,rank_6,s__Dethiosulfovibrio_peptidovorans,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Dethiosulfovibrio,s__Dethiosulfovibrio_peptidovorans
s__Bacillus_AC_circulans,g__Bacillus_AC,rank_6,s__Bacillus_AC_circulans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AC,s__Bacillus_AC_circulans
g__Neofamilia,f__Peptoniphilaceae,rank_5,g__Neofamilia,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Neofamilia,
s__Neofamilia_massiliensis,g__Neofamilia,rank_6,s__Neofamilia_massiliensis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Neofamilia,s__Neofamilia_massiliensis
s__Coprobacter_secundus,g__Coprobacter,rank_6,s__Coprobacter_secundus,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Coprobacteraceae,g__Coprobacter,s__Coprobacter_secundus
f__Aminiphilaceae,o__Synergistales,rank_4,f__Aminiphilaceae,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Aminiphilaceae,,
g__Aminiphilus,f__Aminiphilaceae,rank_5,g__Aminiphilus,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Aminiphilaceae,g__Aminiphilus,
s__Aminiphilus_circumscriptus,g__Aminiphilus,rank_6,s__Aminiphilus_circumscriptus,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Aminiphilaceae,g__Aminiphilus,s__Aminiphilus_circumscriptus
s__Clostridium_F_botulinum_A,g__Clostridium_F,rank_6,s__Clostridium_F_botulinum_A,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_F,s__Clostridium_F_botulinum_A
g__Magnetospirillum_A,f__Magnetospirillaceae,rank_5,g__Magnetospirillum_A,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Magnetospirillaceae,g__Magnetospirillum_A,
s__Magnetospirillum_A_marisnigri,g__Magnetospirillum_A,rank_6,s__Magnetospirillum_A_marisnigri,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Magnetospirillaceae,g__Magnetospirillum_A,s__Magnetospirillum_A_marisnigri
s__Atopobium_B_rimae,g__Atopobium_B,rank_6,s__Atopobium_B_rimae,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium_B,s__Atopobium_B_rimae
s__F0332_sp1,g__F0332,rank_6,s__F0332_sp1,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__F0332,s__F0332_sp1
g__Virgibacillus_D,f__Amphibacillaceae,rank_5,g__Virgibacillus_D,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Virgibacillus_D,
s__Virgibacillus_D_siamensis,g__Virgibacillus_D,rank_6,s__Virgibacillus_D_siamensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Virgibacillus_D,s__Virgibacillus_D_siamensis
g__Amycolatopsis_C,f__Pseudonocardiaceae,rank_5,g__Amycolatopsis_C,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis_C,
s__Amycolatopsis_C_halophila,g__Amycolatopsis_C,rank_6,s__Amycolatopsis_C_halophila,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Amycolatopsis_C,s__Amycolatopsis_C_halophila
s__Anaerostipes_hadrus_A,g__Anaerostipes,rank_6,s__Anaerostipes_hadrus_A,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_hadrus_A
s__Paraprevotella_clara,g__Paraprevotella,rank_6,s__Paraprevotella_clara,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__Paraprevotella_clara
s__Corynebacterium_bouchesdurhonense,g__Corynebacterium,rank_6,s__Corynebacterium_bouchesdurhonense,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_bouchesdurhonense
s__Haladaptatus_paucihalophilus,g__Haladaptatus,rank_6,s__Haladaptatus_paucihalophilus,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloadaptaceae,g__Haladaptatus,s__Haladaptatus_paucihalophilus
g__Tetrasphaera,f__Dermatophilaceae,rank_5,g__Tetrasphaera,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Tetrasphaera,
s__Tetrasphaera_elongata,g__Tetrasphaera,rank_6,s__Tetrasphaera_elongata,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Tetrasphaera,s__Tetrasphaera_elongata
s__Selenomonas_A_ruminantium_D,g__Selenomonas_A,rank_6,s__Selenomonas_A_ruminantium_D,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas_A,s__Selenomonas_A_ruminantium_D
s__Geomicrobium_sp2,g__Geomicrobium,rank_6,s__Geomicrobium_sp2,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Marinococcaceae,g__Geomicrobium,s__Geomicrobium_sp2
f__Thermacetogeniaceae,o__Thermacetogeniales,rank_4,f__Thermacetogeniaceae,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Thermacetogeniales,f__Thermacetogeniaceae,,
g__Syntrophaceticus,f__Thermacetogeniaceae,rank_5,g__Syntrophaceticus,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Thermacetogeniales,f__Thermacetogeniaceae,g__Syntrophaceticus,
s__Syntrophaceticus_schinkii,g__Syntrophaceticus,rank_6,s__Syntrophaceticus_schinkii,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Thermacetogeniales,f__Thermacetogeniaceae,g__Syntrophaceticus,s__Syntrophaceticus_schinkii
s__Rhodopseudomonas_palustris_B,g__Rhodopseudomonas,rank_6,s__Rhodopseudomonas_palustris_B,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Rhodopseudomonas,s__Rhodopseudomonas_palustris_B
s__Nocardiopsis_xinjiangensis,g__Nocardiopsis,rank_6,s__Nocardiopsis_xinjiangensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Nocardiopsis,s__Nocardiopsis_xinjiangensis
s__Eubacterium_E_hallii,g__Eubacterium_E,rank_6,s__Eubacterium_E_hallii,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_E,s__Eubacterium_E_hallii
f__GCA-900066905,o__Christensenellales,rank_4,f__GCA-900066905,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__GCA-900066905,,
g__GCA-900066905,f__GCA-900066905,rank_5,g__GCA-900066905,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__GCA-900066905,g__GCA-900066905,
g__JB111,f__Actinomycetaceae,rank_5,g__JB111,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__JB111,
s__Methanoculleus_thermophilus,g__Methanoculleus,rank_6,s__Methanoculleus_thermophilus,Root,d__Archaea,p__Halobacterota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocullaceae,g__Methanoculleus,s__Methanoculleus_thermophilus
s__Lactobacillus_O_sucicola,g__Lactobacillus_O,rank_6,s__Lactobacillus_O_sucicola,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_O,s__Lactobacillus_O_sucicola
g__Arthrobacter_E,f__Micrococcaceae,rank_5,g__Arthrobacter_E,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter_E,
s__Arthrobacter_E_woluwensis,g__Arthrobacter_E,rank_6,s__Arthrobacter_E_woluwensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter_E,s__Arthrobacter_E_woluwensis
s__Arcobacter_nitrofigilis,g__Arcobacter,rank_6,s__Arcobacter_nitrofigilis,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Arcobacter,s__Arcobacter_nitrofigilis
s__Neorickettsia_risticii,g__Neorickettsia,rank_6,s__Neorickettsia_risticii,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Neorickettsia,s__Neorickettsia_risticii
s__Ferrimonas_balearica,g__Ferrimonas,rank_6,s__Ferrimonas_balearica,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Ferrimonas,s__Ferrimonas_balearica
s__Terribacillus_saccharophilus,g__Terribacillus,rank_6,s__Terribacillus_saccharophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Terribacillus,s__Terribacillus_saccharophilus
s__Endozoicomonas_montiporae,g__Endozoicomonas,rank_6,s__Endozoicomonas_montiporae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Endozoicomonadaceae,g__Endozoicomonas,s__Endozoicomonas_montiporae
o__TMED26,c__Alphaproteobacteria,rank_3,o__TMED26,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__TMED26,,,
f__TMED26,o__TMED26,rank_4,f__TMED26,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__TMED26,f__TMED26,,
g__TMED26,f__TMED26,rank_5,g__TMED26,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__TMED26,f__TMED26,g__TMED26,
g__Desulfospira,f__Desulfobacteraceae,rank_5,g__Desulfospira,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfospira,
s__Desulfospira_joergensenii,g__Desulfospira,rank_6,s__Desulfospira_joergensenii,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfospira,s__Desulfospira_joergensenii
s__Scardovia_inopinata,g__Scardovia,rank_6,s__Scardovia_inopinata,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Bifidobacteriaceae,g__Scardovia,s__Scardovia_inopinata
g__DTU024,f__CAG-74,rank_5,g__DTU024,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__DTU024,
s__Granulicatella_adiacens,g__Granulicatella,rank_6,s__Granulicatella_adiacens,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Granulicatella,s__Granulicatella_adiacens
s__Marinobacter_sp1,g__Marinobacter,rank_6,s__Marinobacter_sp1,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Hahellaceae,g__Marinobacter,s__Marinobacter_sp1
s__Helicobacter_pylori_AP,g__Helicobacter,rank_6,s__Helicobacter_pylori_AP,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_pylori_AP
g__Shimazuella,f__Thermoactinomycetaceae,rank_5,g__Shimazuella,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Shimazuella,
s__Shimazuella_kribbensis,g__Shimazuella,rank_6,s__Shimazuella_kribbensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Thermoactinomycetales,f__Thermoactinomycetaceae,g__Shimazuella,s__Shimazuella_kribbensis
g__Acidiphilium,f__Acetobacteraceae,rank_5,g__Acidiphilium,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acidiphilium,
s__Acidiphilium_angustum,g__Acidiphilium,rank_6,s__Acidiphilium_angustum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acidiphilium,s__Acidiphilium_angustum
s__Actinomyces_B_provencensis,g__Actinomyces_B,rank_6,s__Actinomyces_B_provencensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces_B,s__Actinomyces_B_provencensis
s__Lactobacillus_L_dextrinicus,g__Lactobacillus_L,rank_6,s__Lactobacillus_L_dextrinicus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_L,s__Lactobacillus_L_dextrinicus
s__Salinicola_socius,g__Salinicola,rank_6,s__Salinicola_socius,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Salinicola,s__Salinicola_socius
g__Pseudanabaena,f__Pseudanabaenaceae,rank_5,g__Pseudanabaena,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Pseudanabaena,
s__Pseudanabaena_biceps,g__Pseudanabaena,rank_6,s__Pseudanabaena_biceps,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Pseudanabaena,s__Pseudanabaena_biceps
g__Gilliamella,f__Enterobacteriaceae,rank_5,g__Gilliamella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Gilliamella,
s__Gilliamella_apicola,g__Gilliamella,rank_6,s__Gilliamella_apicola,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Gilliamella,s__Gilliamella_apicola
g__Eubacterium,f__Eubacteriaceae,rank_5,g__Eubacterium,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,
s__Eubacterium_limosum,g__Eubacterium,rank_6,s__Eubacterium_limosum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_limosum
s__Ruminococcus_D_albus,g__Ruminococcus_D,rank_6,s__Ruminococcus_D_albus,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D_albus
g__Angelakisella,f__Ruminococcaceae,rank_5,g__Angelakisella,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Angelakisella,
s__Angelakisella_massiliensis,g__Angelakisella,rank_6,s__Angelakisella_massiliensis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Angelakisella,s__Angelakisella_massiliensis
g__Kosmotoga_A,f__Kosmotogaceae,rank_5,g__Kosmotoga_A,Root,d__Bacteria,p__Thermotogae,c__Thermotogae,o__Petrotogales,f__Kosmotogaceae,g__Kosmotoga_A,
s__Kosmotoga_A_olearia,g__Kosmotoga_A,rank_6,s__Kosmotoga_A_olearia,Root,d__Bacteria,p__Thermotogae,c__Thermotogae,o__Petrotogales,f__Kosmotogaceae,g__Kosmotoga_A,s__Kosmotoga_A_olearia
s__Mogibacterium_timidum,g__Mogibacterium,rank_6,s__Mogibacterium_timidum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Mogibacterium,s__Mogibacterium_timidum
s__Beggiatoa_alba,g__Beggiatoa,rank_6,s__Beggiatoa_alba,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Beggiatoales,f__Beggiatoaceae,g__Beggiatoa,s__Beggiatoa_alba
s__Desulfotomaculum_A_australicum,g__Desulfotomaculum_A,rank_6,s__Desulfotomaculum_A_australicum,Root,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Desulfotomaculales,f__Desulfovirgulaceae,g__Desulfotomaculum_A,s__Desulfotomaculum_A_australicum
g__CA97-1460,f__Francisellaceae,rank_5,g__CA97-1460,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Francisellales,f__Francisellaceae,g__CA97-1460,
g__Luteococcus,f__Propionibacteriaceae,rank_5,g__Luteococcus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Luteococcus,
s__Luteococcus_japonicus,g__Luteococcus,rank_6,s__Luteococcus_japonicus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Luteococcus,s__Luteococcus_japonicus
s__Thalassospira_sp3,g__Thalassospira,rank_6,s__Thalassospira_sp3,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Thalassospiraceae,g__Thalassospira,s__Thalassospira_sp3
s__Desulfatitalea_tepidiphila,g__Desulfatitalea,rank_6,s__Desulfatitalea_tepidiphila,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae,g__Desulfatitalea,s__Desulfatitalea_tepidiphila
s__Prevotella_conceptionensis,g__Prevotella,rank_6,s__Prevotella_conceptionensis,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella_conceptionensis
