tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
Root,Root,root,Root,Root,,,,,,,
d__Bacteria,Root,kingdom,d__Bacteria,Root,d__Bacteria,,,,,,
p__Actinobacteria,d__Bacteria,phylum,p__Actinobacteria,Root,d__Bacteria,p__Actinobacteria,,,,,
c__Actinobacteria,p__Actinobacteria,class,c__Actinobacteria,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,,,,
o__Actinomycetales,c__Actinobacteria,order,o__Actinomycetales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,
f__Pseudonocardiaceae,o__Actinomycetales,family,f__Pseudonocardiaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,,
g__Amycolatopsis,f__Pseudonocardiaceae,genus,g__Amycolatopsis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Amycolatopsis,
s__Amycolatopsis_benzoatilytica,g__Amycolatopsis,species,s__Amycolatopsis_benzoatilytica,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis_benzoatilytica
d__Archaea,Root,kingdom,d__Archaea,Root,d__Archaea,,,,,,
p__Crenarchaeota,d__Archaea,phylum,p__Crenarchaeota,Root,d__Archaea,p__Crenarchaeota,,,,,
c__Thermoprotei,p__Crenarchaeota,class,c__Thermoprotei,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,,,,
o__Sulfolobales,c__Thermoprotei,order,o__Sulfolobales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,,,
f__Sulfolobaceae,o__Sulfolobales,family,f__Sulfolobaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,,
g__Metallosphaera,f__Sulfolobaceae,genus,g__Metallosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,
s__Metallosphaera_yellowstonensis,g__Metallosphaera,species,s__Metallosphaera_yellowstonensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera_yellowstonensis
p__Cyanobacteria,d__Bacteria,phylum,p__Cyanobacteria,Root,d__Bacteria,p__Cyanobacteria,,,,,
c__[Chroococcales],p__Cyanobacteria,class,c__[Chroococcales],Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],,,,
o__Chroococcales,c__[Chroococcales],order,o__Chroococcales,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,,,
f__[Synechococcus],o__Chroococcales,family,f__[Synechococcus],Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],,
g__Synechococcus,f__[Synechococcus],genus,g__Synechococcus,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,
s__Synechococcus_sp._WH_8109,g__Synechococcus,species,s__Synechococcus_sp._WH_8109,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,s__Synechococcus_sp._WH_8109
p__Proteobacteria,d__Bacteria,phylum,p__Proteobacteria,Root,d__Bacteria,p__Proteobacteria,,,,,
c__Betaproteobacteria,p__Proteobacteria,class,c__Betaproteobacteria,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,
o__Burkholderiales,c__Betaproteobacteria,order,o__Burkholderiales,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,,,
f__Comamonadaceae,o__Burkholderiales,family,f__Comamonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
g__Variovorax,f__Comamonadaceae,genus,g__Variovorax,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,
s__Variovorax_sp._CF313,g__Variovorax,species,s__Variovorax_sp._CF313,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__Variovorax_sp._CF313
p__Firmicutes,d__Bacteria,phylum,p__Firmicutes,Root,d__Bacteria,p__Firmicutes,,,,,
c__Bacilli,p__Firmicutes,class,c__Bacilli,Root,d__Bacteria,p__Firmicutes,c__Bacilli,,,,
o__Lactobacillales,c__Bacilli,order,o__Lactobacillales,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,,,
f__Leuconostocaceae,o__Lactobacillales,family,f__Leuconostocaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,,
g__Weissella,f__Leuconostocaceae,genus,g__Weissella,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,
s__Weissella_hellenica,g__Weissella,species,s__Weissella_hellenica,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,s__Weissella_hellenica
s__Synechococcus_sp._NKBG042902,g__Synechococcus,species,s__Synechococcus_sp._NKBG042902,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,s__Synechococcus_sp._NKBG042902
f__Williamsiaceae,o__Actinomycetales,family,f__Williamsiaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Williamsiaceae,,
g__Williamsia,f__Williamsiaceae,genus,g__Williamsia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Williamsiaceae,g__Williamsia,
s__Williamsia_sp._D3,g__Williamsia,species,s__Williamsia_sp._D3,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Williamsiaceae,g__Williamsia,s__Williamsia_sp._D3
f__Nocardiaceae,o__Actinomycetales,family,f__Nocardiaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,,
g__Nocardia,f__Nocardiaceae,genus,g__Nocardia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,
s__Nocardia_paucivorans,g__Nocardia,species,s__Nocardia_paucivorans,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_paucivorans
s__Nocardia_araoensis,g__Nocardia,species,s__Nocardia_araoensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_araoensis
c__Gammaproteobacteria,p__Proteobacteria,class,c__Gammaproteobacteria,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,
o__Enterobacteriales,c__Gammaproteobacteria,order,o__Enterobacteriales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,,,
f__Enterobacteriaceae,o__Enterobacteriales,family,f__Enterobacteriaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,,
g__Yersinia,f__Enterobacteriaceae,genus,g__Yersinia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Yersinia,
s__Yersinia_rohdei,g__Yersinia,species,s__Yersinia_rohdei,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Yersinia,s__Yersinia_rohdei
Eukaryota,Root,kingdom,Eukaryota,Root,Eukaryota,,,,,,
Rhodophyta;,Eukaryota,phylum,Rhodophyta;,Root,Eukaryota,Rhodophyta;,,,,,
p__Bacteroidetes,d__Bacteria,phylum,p__Bacteroidetes,Root,d__Bacteria,p__Bacteroidetes,,,,,
c__Sphingobacteriia,p__Bacteroidetes,class,c__Sphingobacteriia,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,,,,
o__Sphingobacteriales,c__Sphingobacteriia,order,o__Sphingobacteriales,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,,,
f__Sphingobacteriaceae,o__Sphingobacteriales,family,f__Sphingobacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,,
g__Mucilaginibacter,f__Sphingobacteriaceae,genus,g__Mucilaginibacter,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,
s__Mucilaginibacter_paludis,g__Mucilaginibacter,species,s__Mucilaginibacter_paludis,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter_paludis
o__Neisseriales,c__Betaproteobacteria,order,o__Neisseriales,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,,,
f__Neisseriaceae,o__Neisseriales,family,f__Neisseriaceae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,,
g__Neisseria,f__Neisseriaceae,genus,g__Neisseria,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,
s__Neisseria_flavescens,g__Neisseria,species,s__Neisseria_flavescens,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria_flavescens
c__Alphaproteobacteria,p__Proteobacteria,class,c__Alphaproteobacteria,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
o__Sphingomonadales,c__Alphaproteobacteria,order,o__Sphingomonadales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,,,
f__Sphingomonadaceae,o__Sphingomonadales,family,f__Sphingomonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,
g__Zymomonas,f__Sphingomonadaceae,genus,g__Zymomonas,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Zymomonas,
s__Zymomonas_mobilis,g__Zymomonas,species,s__Zymomonas_mobilis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Zymomonas,s__Zymomonas_mobilis
g__Acidovorax,f__Comamonadaceae,genus,g__Acidovorax,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,
s__Acidovorax_delafieldii,g__Acidovorax,species,s__Acidovorax_delafieldii,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__Acidovorax_delafieldii
s__Nocardia_pneumoniae,g__Nocardia,species,s__Nocardia_pneumoniae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_pneumoniae
s__Nocardia_tenerifensis,g__Nocardia,species,s__Nocardia_tenerifensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_tenerifensis
s__Nocardia_carnea,g__Nocardia,species,s__Nocardia_carnea,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_carnea
f__Streptomycetaceae,o__Actinomycetales,family,f__Streptomycetaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,,
g__Streptomyces,f__Streptomycetaceae,genus,g__Streptomyces,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,
s__Streptomyces_sp._AA0539,g__Streptomyces,species,s__Streptomyces_sp._AA0539,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._AA0539
f__Corynebacteriaceae,o__Actinomycetales,family,f__Corynebacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,,
g__Corynebacterium,f__Corynebacteriaceae,genus,g__Corynebacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,
s__Corynebacterium_sp._KPL1855,g__Corynebacterium,species,s__Corynebacterium_sp._KPL1855,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_sp._KPL1855
s__Corynebacterium_sp._KPL1857,g__Corynebacterium,species,s__Corynebacterium_sp._KPL1857,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_sp._KPL1857
c__Clostridia,p__Firmicutes,class,c__Clostridia,Root,d__Bacteria,p__Firmicutes,c__Clostridia,,,,
o__Clostridiales,c__Clostridia,order,o__Clostridiales,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,,,
f__Clostridiaceae,o__Clostridiales,family,f__Clostridiaceae,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,,
g__Clostridium,f__Clostridiaceae,genus,g__Clostridium,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,
s__Clostridium_paraputrificum,g__Clostridium,species,s__Clostridium_paraputrificum,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_paraputrificum
f__Propionibacteriaceae,o__Actinomycetales,family,f__Propionibacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Propionibacteriaceae,,
g__Propionibacterium,f__Propionibacteriaceae,genus,g__Propionibacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Propionibacteriaceae,g__Propionibacterium,
s__Propionibacterium_sp._KPL1847,g__Propionibacterium,species,s__Propionibacterium_sp._KPL1847,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium_sp._KPL1847
f__Lachnospiraceae,o__Clostridiales,family,f__Lachnospiraceae,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,,
g__[Lachnospiraceae_bacterium_NK4A136],f__Lachnospiraceae,genus,g__[Lachnospiraceae_bacterium_NK4A136],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_NK4A136],
s__Lachnospiraceae_bacterium_NK4A136,g__[Lachnospiraceae_bacterium_NK4A136],species,s__Lachnospiraceae_bacterium_NK4A136,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_NK4A136],s__Lachnospiraceae_bacterium_NK4A136
f__Burkholderiaceae,o__Burkholderiales,family,f__Burkholderiaceae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,,
g__Cupriavidus,f__Burkholderiaceae,genus,g__Cupriavidus,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,
s__Cupriavidus_sp._HMR-1,g__Cupriavidus,species,s__Cupriavidus_sp._HMR-1,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__Cupriavidus_sp._HMR-1
g__[Lachnospiraceae_bacterium_NK4A179],f__Lachnospiraceae,genus,g__[Lachnospiraceae_bacterium_NK4A179],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_NK4A179],
s__Lachnospiraceae_bacterium_NK4A179,g__[Lachnospiraceae_bacterium_NK4A179],species,s__Lachnospiraceae_bacterium_NK4A179,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_NK4A179],s__Lachnospiraceae_bacterium_NK4A179
p__Fusobacteria,d__Bacteria,phylum,p__Fusobacteria,Root,d__Bacteria,p__Fusobacteria,,,,,
c__Fusobacteriia,p__Fusobacteria,class,c__Fusobacteriia,Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,,,,
o__Fusobacteriales,c__Fusobacteriia,order,o__Fusobacteriales,Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,,,
f__Fusobacteriaceae,o__Fusobacteriales,family,f__Fusobacteriaceae,Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,,
g__Fusobacterium,f__Fusobacteriaceae,genus,g__Fusobacterium,Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,
s__Fusobacterium_gonidiaformans,g__Fusobacterium,species,s__Fusobacterium_gonidiaformans,Root,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_gonidiaformans
o__Vibrionales,c__Gammaproteobacteria,order,o__Vibrionales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,,,
f__Vibrionaceae,o__Vibrionales,family,f__Vibrionaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,,
g__Vibrio,f__Vibrionaceae,genus,g__Vibrio,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,
s__Vibrio_cyclitrophicus,g__Vibrio,species,s__Vibrio_cyclitrophicus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__Vibrio_cyclitrophicus
c__Negativicutes,p__Firmicutes,class,c__Negativicutes,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,,,,
o__Selenomonadales,c__Negativicutes,order,o__Selenomonadales,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,,,
f__Veillonellaceae,o__Selenomonadales,family,f__Veillonellaceae,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,,
g__Selenomonas,f__Veillonellaceae,genus,g__Selenomonas,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Selenomonas,
s__Selenomonas_sputigena,g__Selenomonas,species,s__Selenomonas_sputigena,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Selenomonas,s__Selenomonas_sputigena
p__Euryarchaeota,d__Archaea,phylum,p__Euryarchaeota,Root,d__Archaea,p__Euryarchaeota,,,,,
c__Halobacteria,p__Euryarchaeota,class,c__Halobacteria,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,,,,
o__Halobacteriales,c__Halobacteria,order,o__Halobacteriales,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,,,
f__Halobacteriaceae,o__Halobacteriales,family,f__Halobacteriaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,,
g__Haloquadratum,f__Halobacteriaceae,genus,g__Haloquadratum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Haloquadratum,
s__Haloquadratum_walsbyi,g__Haloquadratum,species,s__Haloquadratum_walsbyi,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Haloquadratum,s__Haloquadratum_walsbyi
o__Alteromonadales,c__Gammaproteobacteria,order,o__Alteromonadales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,,,
f__Pseudoalteromonadaceae,o__Alteromonadales,family,f__Pseudoalteromonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,,
g__Pseudoalteromonas,f__Pseudoalteromonadaceae,genus,g__Pseudoalteromonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,
s__Pseudoalteromonas_sp._BSi20495,g__Pseudoalteromonas,species,s__Pseudoalteromonas_sp._BSi20495,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas_sp._BSi20495
g__Klebsiella,f__Enterobacteriaceae,genus,g__Klebsiella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Klebsiella,
s__Klebsiella_sp._BRL6-2,g__Klebsiella,species,s__Klebsiella_sp._BRL6-2,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_sp._BRL6-2
g__Megasphaera,f__Veillonellaceae,genus,g__Megasphaera,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Megasphaera,
s__Megasphaera_sp._UPII_135-E,g__Megasphaera,species,s__Megasphaera_sp._UPII_135-E,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera_sp._UPII_135-E
Fungi;,Eukaryota,phylum,Fungi;,Root,Eukaryota,Fungi;,,,,,
c__Thermococci,p__Euryarchaeota,class,c__Thermococci,Root,d__Archaea,p__Euryarchaeota,c__Thermococci,,,,
o__Thermococcales,c__Thermococci,order,o__Thermococcales,Root,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,,,
f__Thermococcaceae,o__Thermococcales,family,f__Thermococcaceae,Root,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,,
g__Pyrococcus,f__Thermococcaceae,genus,g__Pyrococcus,Root,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,
s__Pyrococcus_sp._NA2,g__Pyrococcus,species,s__Pyrococcus_sp._NA2,Root,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,s__Pyrococcus_sp._NA2
f__Alcaligenaceae,o__Burkholderiales,family,f__Alcaligenaceae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,,
g__Pusillimonas,f__Alcaligenaceae,genus,g__Pusillimonas,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Pusillimonas,
s__Pusillimonas_sp._T7-7,g__Pusillimonas,species,s__Pusillimonas_sp._T7-7,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Pusillimonas,s__Pusillimonas_sp._T7-7
o__Bacillales,c__Bacilli,order,o__Bacillales,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,,,
f__Bacillaceae,o__Bacillales,family,f__Bacillaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,,
g__Pontibacillus,f__Bacillaceae,genus,g__Pontibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Pontibacillus,
s__Pontibacillus_halophilus,g__Pontibacillus,species,s__Pontibacillus_halophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Pontibacillus,s__Pontibacillus_halophilus
g__Enterobacter,f__Enterobacteriaceae,genus,g__Enterobacter,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,
s__Enterobacter_sp._Ag1,g__Enterobacter,species,s__Enterobacter_sp._Ag1,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter_sp._Ag1
p__Chlamydiae,d__Bacteria,phylum,p__Chlamydiae,Root,d__Bacteria,p__Chlamydiae,,,,,
c__Chlamydiia,p__Chlamydiae,class,c__Chlamydiia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,,,,
o__Chlamydiales,c__Chlamydiia,order,o__Chlamydiales,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,,,
f__Parachlamydiaceae,o__Chlamydiales,family,f__Parachlamydiaceae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,,
g__Parachlamydia,f__Parachlamydiaceae,genus,g__Parachlamydia,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Parachlamydia,
s__Parachlamydia_acanthamoebae,g__Parachlamydia,species,s__Parachlamydia_acanthamoebae,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Parachlamydia,s__Parachlamydia_acanthamoebae
g__Saccharomonospora,f__Pseudonocardiaceae,genus,g__Saccharomonospora,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Saccharomonospora,
s__Saccharomonospora_azurea,g__Saccharomonospora,species,s__Saccharomonospora_azurea,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Saccharomonospora,s__Saccharomonospora_azurea
o__Thermoanaerobacterales,c__Clostridia,order,o__Thermoanaerobacterales,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,,,
f__Thermodesulfobiaceae,o__Thermoanaerobacterales,family,f__Thermodesulfobiaceae,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,,
g__Thermodesulfobium,f__Thermodesulfobiaceae,genus,g__Thermodesulfobium,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,g__Thermodesulfobium,
s__Thermodesulfobium_narugense,g__Thermodesulfobium,species,s__Thermodesulfobium_narugense,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermodesulfobiaceae,g__Thermodesulfobium,s__Thermodesulfobium_narugense
