tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
g__Pelotomaculum,f__Peptococcaceae,genus,g__Pelotomaculum,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Pelotomaculum,
s__Pelotomaculum_thermopropionicum,g__Pelotomaculum,species,s__Pelotomaculum_thermopropionicum,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Pelotomaculum,s__Pelotomaculum_thermopropionicum
g__[Acidobacteria_bacterium_KBS_146],f__Acidobacteriaceae,genus,g__[Acidobacteria_bacterium_KBS_146],Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__[Acidobacteria_bacterium_KBS_146],
s__Acidobacteria_bacterium_KBS_146,g__[Acidobacteria_bacterium_KBS_146],species,s__Acidobacteria_bacterium_KBS_146,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__[Acidobacteria_bacterium_KBS_146],s__Acidobacteria_bacterium_KBS_146
s__Bartonella_koehlerae,g__Bartonella,species,s__Bartonella_koehlerae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,g__Bartonella,s__Bartonella_koehlerae
s__Aliivibrio_fischeri,g__Aliivibrio,species,s__Aliivibrio_fischeri,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Aliivibrio,s__Aliivibrio_fischeri
s__Enterobacter_sp._T1-1,g__Enterobacter,species,s__Enterobacter_sp._T1-1,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter_sp._T1-1
s__Hydrogenobaculum_sp._SHO,g__Hydrogenobaculum,species,s__Hydrogenobaculum_sp._SHO,Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Hydrogenobaculum,s__Hydrogenobaculum_sp._SHO
s__Weissella_paramesenteroides,g__Weissella,species,s__Weissella_paramesenteroides,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,s__Weissella_paramesenteroides
s__Yersinia_ruckeri,g__Yersinia,species,s__Yersinia_ruckeri,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Yersinia,s__Yersinia_ruckeri
s__Thermosediminibacter_litoriperuensis,g__Thermosediminibacter,species,s__Thermosediminibacter_litoriperuensis,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacterales_Family_III._Incertae_Sedis,g__Thermosediminibacter,s__Thermosediminibacter_litoriperuensis
s__Burkholderia_sprentiae,g__Burkholderia,species,s__Burkholderia_sprentiae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__Burkholderia_sprentiae
s__Staphylococcus_sp._M0480,g__Staphylococcus,species,s__Staphylococcus_sp._M0480,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus_sp._M0480
s__Treponema_lecithinolyticum,g__Treponema,species,s__Treponema_lecithinolyticum,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema_lecithinolyticum
s__Sinorhizobium_fredii,g__Sinorhizobium,species,s__Sinorhizobium_fredii,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium,s__Sinorhizobium_fredii
s__Nocardia_transvalensis,g__Nocardia,species,s__Nocardia_transvalensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_transvalensis
s__Nocardia_abscessus,g__Nocardia,species,s__Nocardia_abscessus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_abscessus
s__Nocardia_brasiliensis,g__Nocardia,species,s__Nocardia_brasiliensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_brasiliensis
s__Enterorhabdus_caecimuris,g__Enterorhabdus,species,s__Enterorhabdus_caecimuris,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__Enterorhabdus,s__Enterorhabdus_caecimuris
s__Nocardia_cerradoensis,g__Nocardia,species,s__Nocardia_cerradoensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_cerradoensis
s__Nocardia_takedensis,g__Nocardia,species,s__Nocardia_takedensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_takedensis
s__Lactobacillus_gastricus,g__Lactobacillus,species,s__Lactobacillus_gastricus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_gastricus
s__Dorea_formicigenerans,g__Dorea,species,s__Dorea_formicigenerans,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans
s__Butyrivibrio_sp._NC3005,g__Butyrivibrio,species,s__Butyrivibrio_sp._NC3005,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__Butyrivibrio_sp._NC3005
s__Dialister_invisus,g__Dialister,species,s__Dialister_invisus,Root,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Dialister,s__Dialister_invisus
s__Clostridium_botulinum,g__Clostridium,species,s__Clostridium_botulinum,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_botulinum
s__Slackia_exigua,g__Slackia,species,s__Slackia_exigua,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__Slackia,s__Slackia_exigua
s__Butyrivibrio_crossotus,g__Butyrivibrio,species,s__Butyrivibrio_crossotus,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__Butyrivibrio_crossotus
s__[Clostridium]_hathewayi,g__Lachnoclostridium,species,s__[Clostridium]_hathewayi,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__[Clostridium]_hathewayi
g__[Lachnospiraceae_bacterium_P6A3],f__Lachnospiraceae,genus,g__[Lachnospiraceae_bacterium_P6A3],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_P6A3],
s__Lachnospiraceae_bacterium_P6A3,g__[Lachnospiraceae_bacterium_P6A3],species,s__Lachnospiraceae_bacterium_P6A3,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_P6A3],s__Lachnospiraceae_bacterium_P6A3
s__Lactobacillus_antri,g__Lactobacillus,species,s__Lactobacillus_antri,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_antri
s__Desulfobacter_postgatei,g__Desulfobacter,species,s__Desulfobacter_postgatei,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfobacter,s__Desulfobacter_postgatei
f__[Burkholderiales_bacterium_JOSHI_001],o__Burkholderiales,family,f__[Burkholderiales_bacterium_JOSHI_001],Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__[Burkholderiales_bacterium_JOSHI_001],,
g__[Burkholderiales_bacterium_JOSHI_001],f__[Burkholderiales_bacterium_JOSHI_001],genus,g__[Burkholderiales_bacterium_JOSHI_001],Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__[Burkholderiales_bacterium_JOSHI_001],g__[Burkholderiales_bacterium_JOSHI_001],
s__Burkholderiales_bacterium_JOSHI_001,g__[Burkholderiales_bacterium_JOSHI_001],species,s__Burkholderiales_bacterium_JOSHI_001,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__[Burkholderiales_bacterium_JOSHI_001],g__[Burkholderiales_bacterium_JOSHI_001],s__Burkholderiales_bacterium_JOSHI_001
s__Haloferax_mucosum,g__Haloferax,species,s__Haloferax_mucosum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Haloferax,s__Haloferax_mucosum
s__Synechococcus_sp._CB0101,g__Synechococcus,species,s__Synechococcus_sp._CB0101,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,s__Synechococcus_sp._CB0101
s__Shewanella_sp._38A_GOM-205m,g__Shewanella,species,s__Shewanella_sp._38A_GOM-205m,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_sp._38A_GOM-205m
s__Leuconostoc_sp._C2,g__Leuconostoc,species,s__Leuconostoc_sp._C2,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,s__Leuconostoc_sp._C2
s__Streptomyces_sp._W007,g__Streptomyces,species,s__Streptomyces_sp._W007,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._W007
s__Escherichia_hermannii,g__Escherichia,species,s__Escherichia_hermannii,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_hermannii
s__Blastococcus_saxobsidens,g__Blastococcus,species,s__Blastococcus_saxobsidens,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Geodermatophilaceae,g__Blastococcus,s__Blastococcus_saxobsidens
s__Hyphomicrobium_sp._MC1,g__Hyphomicrobium,species,s__Hyphomicrobium_sp._MC1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__Hyphomicrobium_sp._MC1
s__Dokdonia_diaphoros,g__Dokdonia,species,s__Dokdonia_diaphoros,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Dokdonia,s__Dokdonia_diaphoros
s__Glaciecola_sp._4H-3-7+YE-5,g__Glaciecola,species,s__Glaciecola_sp._4H-3-7+YE-5,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Glaciecola,s__Glaciecola_sp._4H-3-7+YE-5
s__Vibrio_caribbeanicus,g__Vibrio,species,s__Vibrio_caribbeanicus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__Vibrio_caribbeanicus
s__Lactobacillus_amylovorus,g__Lactobacillus,species,s__Lactobacillus_amylovorus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_amylovorus
s__Sphingobium_sp._YL23,g__Sphingobium,species,s__Sphingobium_sp._YL23,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium_sp._YL23
s__Lacinutrix_sp._5H-3-7-4,g__Lacinutrix,species,s__Lacinutrix_sp._5H-3-7-4,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lacinutrix,s__Lacinutrix_sp._5H-3-7-4
c__Spartobacteria,p__Verrucomicrobia,class,c__Spartobacteria,Root,d__Bacteria,p__Verrucomicrobia,c__Spartobacteria,,,,
o__[Chthoniobacter],c__Spartobacteria,order,o__[Chthoniobacter],Root,d__Bacteria,p__Verrucomicrobia,c__Spartobacteria,o__[Chthoniobacter],,,
f__[Chthoniobacter],o__[Chthoniobacter],family,f__[Chthoniobacter],Root,d__Bacteria,p__Verrucomicrobia,c__Spartobacteria,o__[Chthoniobacter],f__[Chthoniobacter],,
g__Chthoniobacter,f__[Chthoniobacter],genus,g__Chthoniobacter,Root,d__Bacteria,p__Verrucomicrobia,c__Spartobacteria,o__[Chthoniobacter],f__[Chthoniobacter],g__Chthoniobacter,
s__Chthoniobacter_flavus,g__Chthoniobacter,species,s__Chthoniobacter_flavus,Root,d__Bacteria,p__Verrucomicrobia,c__Spartobacteria,o__[Chthoniobacter],f__[Chthoniobacter],g__Chthoniobacter,s__Chthoniobacter_flavus
p__Geoarchaeota,d__Archaea,phylum,p__Geoarchaeota,Root,d__Archaea,p__Geoarchaeota,,,,,
s__Roseobacter_sp._LE17,g__Roseobacter,species,s__Roseobacter_sp._LE17,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseobacter,s__Roseobacter_sp._LE17
s__Porphyromonas_asaccharolytica,g__Porphyromonas,species,s__Porphyromonas_asaccharolytica,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_asaccharolytica
s__Gluconobacter_thailandicus,g__Gluconobacter,species,s__Gluconobacter_thailandicus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconobacter,s__Gluconobacter_thailandicus
s__Actinomyces_graevenitzii,g__Actinomyces,species,s__Actinomyces_graevenitzii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_graevenitzii
s__Actinomyces_sp._oral_taxon_172,g__Actinomyces,species,s__Actinomyces_sp._oral_taxon_172,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_sp._oral_taxon_172
s__Sphingobacterium_sp._21,g__Sphingobacterium,species,s__Sphingobacterium_sp._21,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__Sphingobacterium_sp._21
s__Blautia_sp._KLE_1732,g__Blautia,species,s__Blautia_sp._KLE_1732,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia_sp._KLE_1732
s__Actinomyces_johnsonii,g__Actinomyces,species,s__Actinomyces_johnsonii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_johnsonii
s__Acidithiobacillus_ferrivorans,g__Acidithiobacillus,species,s__Acidithiobacillus_ferrivorans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidithiobacillales,f__Acidithiobacillaceae,g__Acidithiobacillus,s__Acidithiobacillus_ferrivorans
f__[Chamaesiphon],o__Chroococcales,family,f__[Chamaesiphon],Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Chamaesiphon],,
g__Chamaesiphon,f__[Chamaesiphon],genus,g__Chamaesiphon,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Chamaesiphon],g__Chamaesiphon,
s__Chamaesiphon_minutus,g__Chamaesiphon,species,s__Chamaesiphon_minutus,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Chamaesiphon],g__Chamaesiphon,s__Chamaesiphon_minutus
s__Bartonella_australis,g__Bartonella,species,s__Bartonella_australis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,g__Bartonella,s__Bartonella_australis
s__Streptomyces_sp._PsTaAH-130,g__Streptomyces,species,s__Streptomyces_sp._PsTaAH-130,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._PsTaAH-130
s__Lactobacillus_mucosae,g__Lactobacillus,species,s__Lactobacillus_mucosae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_mucosae
s__Methanobacterium_sp.,g__Methanobacterium,species,s__Methanobacterium_sp.,Root,d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp.
s__Massilia_sp._9096,g__Massilia,species,s__Massilia_sp._9096,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__Massilia_sp._9096
g__Buttiauxella,f__Enterobacteriaceae,genus,g__Buttiauxella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Buttiauxella,
s__Buttiauxella_agrestis,g__Buttiauxella,species,s__Buttiauxella_agrestis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Buttiauxella,s__Buttiauxella_agrestis
s__Mycoplasma_sp._G5847,g__Mycoplasma,species,s__Mycoplasma_sp._G5847,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_sp._G5847
s__Solirubrobacter_sp._URHD0082,g__Solirubrobacter,species,s__Solirubrobacter_sp._URHD0082,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,s__Solirubrobacter_sp._URHD0082
s__[Clostridium]_stercorarium,g__Ruminiclostridium,species,s__[Clostridium]_stercorarium,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminiclostridium,s__[Clostridium]_stercorarium
s__Acetobacter_nitrogenifigens,g__Acetobacter,species,s__Acetobacter_nitrogenifigens,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter_nitrogenifigens
g__[Granulicoccus_phenolivorans],f__Propionibacteriaceae,genus,g__[Granulicoccus_phenolivorans],Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Propionibacteriaceae,g__[Granulicoccus_phenolivorans],
s__Granulicoccus_phenolivorans,g__[Granulicoccus_phenolivorans],species,s__Granulicoccus_phenolivorans,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Propionibacteriaceae,g__[Granulicoccus_phenolivorans],s__Granulicoccus_phenolivorans
s__Bifidobacterium_coryneforme,g__Bifidobacterium,species,s__Bifidobacterium_coryneforme,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_coryneforme
g__[Flavobacteriaceae_bacterium_MAR_2010_10],f__Flavobacteriaceae,genus,g__[Flavobacteriaceae_bacterium_MAR_2010_10],Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__[Flavobacteriaceae_bacterium_MAR_2010_10],
s__Flavobacteriaceae_bacterium_MAR_2010_10,g__[Flavobacteriaceae_bacterium_MAR_2010_10],species,s__Flavobacteriaceae_bacterium_MAR_2010_10,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__[Flavobacteriaceae_bacterium_MAR_2010_10],s__Flavobacteriaceae_bacterium_MAR_2010_10
s__Roseobacter_denitrificans,g__Roseobacter,species,s__Roseobacter_denitrificans,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseobacter,s__Roseobacter_denitrificans
s__Burkholderia_sp._H160,g__Burkholderia,species,s__Burkholderia_sp._H160,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__Burkholderia_sp._H160
s__Pelobacter_propionicus,g__Pelobacter,species,s__Pelobacter_propionicus,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Pelobacteraceae,g__Pelobacter,s__Pelobacter_propionicus
s__Polaromonas_naphthalenivorans,g__Polaromonas,species,s__Polaromonas_naphthalenivorans,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Polaromonas,s__Polaromonas_naphthalenivorans
s__Psychromonas_ingrahamii,g__Psychromonas,species,s__Psychromonas_ingrahamii,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Psychromonadaceae,g__Psychromonas,s__Psychromonas_ingrahamii
s__Pyrobaculum_islandicum,g__Pyrobaculum,species,s__Pyrobaculum_islandicum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_islandicum
s__Rhodobacter_capsulatus,g__Rhodobacter,species,s__Rhodobacter_capsulatus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,s__Rhodobacter_capsulatus
s__Hippea_jasoniae,g__Hippea,species,s__Hippea_jasoniae,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfurellales,f__Desulfurellaceae,g__Hippea,s__Hippea_jasoniae
s__Thermus_brockianus,g__Thermus,species,s__Thermus_brockianus,Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,s__Thermus_brockianus
s__Loktanella_hongkongensis,g__Loktanella,species,s__Loktanella_hongkongensis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Loktanella,s__Loktanella_hongkongensis
s__Riemerella_columbina,g__Riemerella,species,s__Riemerella_columbina,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Riemerella,s__Riemerella_columbina
s__Amycolatopsis_balhimycina,g__Amycolatopsis,species,s__Amycolatopsis_balhimycina,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis_balhimycina
s__Ancylobacter_sp._FA202,g__Ancylobacter,species,s__Ancylobacter_sp._FA202,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Ancylobacter,s__Ancylobacter_sp._FA202
s__Propionibacterium_acidipropionici,g__Propionibacterium,species,s__Propionibacterium_acidipropionici,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium_acidipropionici
s__Alicyclobacillus_pomorum,g__Alicyclobacillus,species,s__Alicyclobacillus_pomorum,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__Alicyclobacillus_pomorum
g__Ignatzschineria,f__Lysobacteraceae,genus,g__Ignatzschineria,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Ignatzschineria,
s__Ignatzschineria_larvae,g__Ignatzschineria,species,s__Ignatzschineria_larvae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Ignatzschineria,s__Ignatzschineria_larvae
g__Budvicia,f__Enterobacteriaceae,genus,g__Budvicia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Budvicia,
s__Budvicia_aquatica,g__Budvicia,species,s__Budvicia_aquatica,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Budvicia,s__Budvicia_aquatica
s__Synechococcus_sp._PCC_7117,g__Synechococcus,species,s__Synechococcus_sp._PCC_7117,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,s__Synechococcus_sp._PCC_7117
s__Kocuria_sp._ZOR0020,g__Kocuria,species,s__Kocuria_sp._ZOR0020,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,s__Kocuria_sp._ZOR0020
s__Microbacterium_sp._ZOR0019,g__Microbacterium,species,s__Microbacterium_sp._ZOR0019,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_sp._ZOR0019
s__Sulfurospirillum_sp._Am-N,g__Sulfurospirillum,species,s__Sulfurospirillum_sp._Am-N,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Sulfurospirillum,s__Sulfurospirillum_sp._Am-N
s__Thermocrispum_municipale,g__Thermocrispum,species,s__Thermocrispum_municipale,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Thermocrispum,s__Thermocrispum_municipale
s__Aeromonas_sp._ZOR0001,g__Aeromonas,species,s__Aeromonas_sp._ZOR0001,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_sp._ZOR0001
s__Escherichia_coli,g__Escherichia,species,s__Escherichia_coli,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_coli
s__Peptoniphilus_sp._oral_taxon_386,g__Peptoniphilus,species,s__Peptoniphilus_sp._oral_taxon_386,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI._Incertae_Sedis,g__Peptoniphilus,s__Peptoniphilus_sp._oral_taxon_386
s__Pseudomonas_pelagia,g__Pseudomonas,species,s__Pseudomonas_pelagia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_pelagia
s__Rhodococcus_sp._R1101,g__Rhodococcus,species,s__Rhodococcus_sp._R1101,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus_sp._R1101
